Unnamed: 0.1,Unnamed: 0,user_id,username,date,tweet,sentiment,negative_count,positive_count,neutral_count,keyPhrases,keyWord
12775,19,272851963,lewywatson,2018-07-29,"If it , we have . If it ’ s sunny , we ’ re struggling with the heat , if it ’ s the country comes to a stand still . - the country that can ’ t deal with any type of weather , love it 󠁧󠁢󠁳󠁣󠁴󠁿",Mixed,1,1,1,"['heat', 'country', 'stand', 'type', 'weather']",type
12775,19,272851963,lewywatson,2018-07-29,"If it , we have . If it ’ s sunny , we ’ re struggling with the heat , if it ’ s the country comes to a stand still . - the country that can ’ t deal with any type of weather , love it 󠁧󠁢󠁳󠁣󠁴󠁿",Mixed,1,1,1,"['heat', 'country', 'stand', 'type', 'weather']",weather
12834,38,186830080,mancvwcamper,2017-03-17,Awful to see so many people affected by the flooding in . Met so many amazing there last autumn & ; they ' re all safe .,Mixed,1,1,1,"['many people', 'flooding']",many people
12834,38,186830080,mancvwcamper,2017-03-17,Awful to see so many people affected by the flooding in . Met so many amazing there last autumn & ; they ' re all safe .,Mixed,1,1,1,"['many people', 'flooding']",flooding
12877,1,273654665,oritsimu,2019-12-03,"Do you mean mess up pagination or pagination or both ? Essentially canonical to self is flooding the with my pagination , which is better than right ? That was my initial thought , but I ' m not so sure",Mixed,1,1,1,"['initial thought', 'pagination']",initial thought
12877,1,273654665,oritsimu,2019-12-03,"Do you mean mess up pagination or pagination or both ? Essentially canonical to self is flooding the with my pagination , which is better than right ? That was my initial thought , but I ' m not so sure",Mixed,1,1,1,"['initial thought', 'pagination']",pagination
12883,7,373299702,graftonfineales,2019-12-03,"Had a lovely lady stop me today , to say thank you to me . She ’ s been hit by the flood and ’ t know about the flood fund until I told her . Because of I gave her , she ’ s in a flat not hotel this . I came home told my and cried . It really go to me !",Mixed,1,1,3,"['lovely lady', 'flood fund', 'flat', 'hotel']",lovely lady
12883,7,373299702,graftonfineales,2019-12-03,"Had a lovely lady stop me today , to say thank you to me . She ’ s been hit by the flood and ’ t know about the flood fund until I told her . Because of I gave her , she ’ s in a flat not hotel this . I came home told my and cried . It really go to me !",Mixed,1,1,3,"['lovely lady', 'flood fund', 'flat', 'hotel']",flood fund
12883,7,373299702,graftonfineales,2019-12-03,"Had a lovely lady stop me today , to say thank you to me . She ’ s been hit by the flood and ’ t know about the flood fund until I told her . Because of I gave her , she ’ s in a flat not hotel this . I came home told my and cried . It really go to me !",Mixed,1,1,3,"['lovely lady', 'flood fund', 'flat', 'hotel']",flat
12883,7,373299702,graftonfineales,2019-12-03,"Had a lovely lady stop me today , to say thank you to me . She ’ s been hit by the flood and ’ t know about the flood fund until I told her . Because of I gave her , she ’ s in a flat not hotel this . I came home told my and cried . It really go to me !",Mixed,1,1,3,"['lovely lady', 'flood fund', 'flat', 'hotel']",hotel
12893,17,3909984261,hintonpest,2019-12-03,"Not since flooding - helping & ; with seeking shelter . Also people dealing with older & ; suffering dementia & ; single to sub - housing . Whatever the , we are here to help if you need us .",Mixed,1,2,3,"['shelter', 'people', 'dementia', 'housing']",shelter
12893,17,3909984261,hintonpest,2019-12-03,"Not since flooding - helping & ; with seeking shelter . Also people dealing with older & ; suffering dementia & ; single to sub - housing . Whatever the , we are here to help if you need us .",Mixed,1,2,3,"['shelter', 'people', 'dementia', 'housing']",people
12893,17,3909984261,hintonpest,2019-12-03,"Not since flooding - helping & ; with seeking shelter . Also people dealing with older & ; suffering dementia & ; single to sub - housing . Whatever the , we are here to help if you need us .",Mixed,1,2,3,"['shelter', 'people', 'dementia', 'housing']",dementia
12893,17,3909984261,hintonpest,2019-12-03,"Not since flooding - helping & ; with seeking shelter . Also people dealing with older & ; suffering dementia & ; single to sub - housing . Whatever the , we are here to help if you need us .",Mixed,1,2,3,"['shelter', 'people', 'dementia', 'housing']",housing
12902,6,1037415280392192002,sculptureviolet,2020-07-03,"To be honest , the picture choice no sense and I fully appreciate this . It ’ s just one of the last taken before , winter flooding and the plague set in , so that ’ s probably a much more reasonable explanation .",Mixed,1,1,0,"['winter flooding', 'reasonable explanation', 'picture', 'sense', 'plague']",winter flooding
12902,6,1037415280392192002,sculptureviolet,2020-07-03,"To be honest , the picture choice no sense and I fully appreciate this . It ’ s just one of the last taken before , winter flooding and the plague set in , so that ’ s probably a much more reasonable explanation .",Mixed,1,1,0,"['winter flooding', 'reasonable explanation', 'picture', 'sense', 'plague']",reasonable explanation
12902,6,1037415280392192002,sculptureviolet,2020-07-03,"To be honest , the picture choice no sense and I fully appreciate this . It ’ s just one of the last taken before , winter flooding and the plague set in , so that ’ s probably a much more reasonable explanation .",Mixed,1,1,0,"['winter flooding', 'reasonable explanation', 'picture', 'sense', 'plague']",picture
